[],PearsAutoct1,PearsAutoct2,PearsAutoct3,PearsAutoct4,PearsAutoct5,PearsAutoct6,PearsAutoct7,PearsAutoct8,PearsAutoct9,PearsAutoct10,PearsCAutot1,PearsCAutot2,PearsCAutot3,PearsCAutot4,PearsCAutot5,PearsCAutot6,PearsCAutot7,PearsCAutot8,PearsCAutot9,PearsCAutot10,KendaAutoct1,KendaAutoct2,KendaAutoct3,KendaAutoct4,KendaAutoct5,KendaAutoct6,KendaAutoct7,KendaAutoct8,KendaAutoct9,KendaAutoct10,KendaCAutot1,KendaCAutot2,KendaCAutot3,KendaCAutot4,KendaCAutot5,KendaCAutot6,KendaCAutot7,KendaCAutot8,KendaCAutot9,KendaCAutot10,SpearAutoct1,SpearAutoct2,SpearAutoct3,SpearAutoct4,SpearAutoct5,SpearAutoct6,SpearAutoct7,SpearAutoct8,SpearAutoct9,SpearAutoct10,SpearCAutot1,SpearCAutot2,SpearCAutot3,SpearCAutot4,SpearCAutot5,SpearCAutot6,SpearCAutot7,SpearCAutot8,SpearCAutot9,SpearCAutot10,PartialAutt1,PartialAutt2,PartialAutt3,PartialAutt4,PartialAutt5,PartialAutt6,PartialAutt7,PartialAutt8,PartialAutt9,PartialAutt10,MedianFreql5u480,AR_____FitNMSEm1h1,AR_____FitNRMSEm1h1,AR_____FitCCm1h1,AR_PredictNMSEf50m1h1,AR_PredictNRMSEf50m1h1,AR_PredictCCf50m1h1,Bicorrelatt1,Bicorrelatt2,Bicorrelatt3,Bicorrelatt4,Bicorrelatt5,Bicorrelatt6,Bicorrelatt7,Bicorrelatt8,Bicorrelatt9,Bicorrelatt10,BicorrelaCt1,BicorrelaCt2,BicorrelaCt3,BicorrelaCt4,BicorrelaCt5,BicorrelaCt6,BicorrelaCt7,BicorrelaCt8,BicorrelaCt9,BicorrelaCt10,MutInfEqDib0t0,MutInfEqDib0t1,MutInfEqDib0t2,MutInfEqDib0t3,MutInfEqDib0t4,MutInfEqDib0t5,MutInfEqDib0t6,MutInfEqDib0t7,MutInfEqDib0t8,MutInfEqDib0t9,MutInfEqDib0t10,MutInCEqDib0t0,MutInCEqDib0t1,MutInCEqDib0t2,MutInCEqDib0t3,MutInCEqDib0t4,MutInCEqDib0t5,MutInCEqDib0t6,MutInCEqDib0t7,MutInCEqDib0t8,MutInCEqDib0t9,MutInCEqDib0t10,MutInfEqPrb0t0,MutInfEqPrb0t1,MutInfEqPrb0t2,MutInfEqPrb0t3,MutInfEqPrb0t4,MutInfEqPrb0t5,MutInfEqPrb0t6,MutInfEqPrb0t7,MutInfEqPrb0t8,MutInfEqPrb0t9,MutInfEqPrb0t10,MutInCEqPrb0t0,MutInCEqPrb0t1,MutInCEqPrb0t2,MutInCEqPrb0t3,MutInCEqPrb0t4,MutInCEqPrb0t5,MutInCEqPrb0t6,MutInCEqPrb0t7,MutInCEqPrb0t8,MutInCEqPrb0t9,MutInCEqPrb0t10,LocalMaximMEANa1w1,LocalMaximMEDIANa1w1,LocalMaximSDa1w1,LocalMaximIQRa1w1,LocalMinimMEANa1w1,LocalMinimMEDIANa1w1,LocalMinimSDa1w1,LocalMinimIQRa1w1,MinMaxTimeMEANa1w1,MinMaxTimeMEDIANa1w1,MinMaxTimeSDa1w1,MinMaxTimeIQRa1w1,MaxMaxTimeMEANa1w1,MaxMaxTimeMEDIANa1w1,MaxMaxTimeSDa1w1,MaxMaxTimeIQRa1w1,DiffMinMaxMEANa1w1,DiffMinMaxMEDIANa1w1,DiffMinMaxSDa1w1,DiffMinMaxIQRa1w1,CorrelaDimt1m1g0s4o100,AlgComEqDib0,AlgComEqPrb0,MeanTimSer,MedianTimS,VarianceTS,StdDeviaTS,IntQuarRangTS,SkewnessTS,KurtosisTS,HjorthMobi,HjorthComp,HurstExpon,DetFluctAna,clase
Group2_Serie13C1,-0.287778375,-0.056551042,-0.018783709,-0.01114905,-0.03259974,0.033733597,0.008165174,-0.034257564,0.019790888,-0.023906844,0.287778375,0.344329417,0.363113126,0.374262176,0.406861916,0.440595513,0.448760687,0.483018251,0.502809139,0.526715983,-0.297896843,0.009868485,-0.011552228,-0.00457367,-0.034505395,0.009102875,0.031503856,-0.032514548,0.017111527,-0.009084625,0.297896843,0.307765328,0.319317555,0.323891225,0.35839662,0.367499494,0.39900335,0.431517898,0.448629425,0.45771405,-0.419819236,0.014604102,-0.01596956,-0.007798271,-0.051029016,0.013999815,0.046159993,-0.047678691,0.025621571,-0.013770973,0.419819236,0.434423338,0.450392897,0.458191168,0.509220185,0.523219999,0.569379992,0.617058684,0.642680254,0.656451227,-0.287880455,-0.145878417,-0.086030669,-0.056883458,-0.070401229,-0.005959031,0.005997285,-0.03382713,-0.001635848,-0.026472244,0.300660234,0.914522172,0.956306526,0.294059113,0.850716396,0.922342884,0.452721199,-4.08E-06,0.125939359,-0.005120947,0.028040294,0.001191575,-0.004594359,0.026408063,0.00357071,-0.036837281,0.002774627,4.08E-06,0.125943438,0.131064384,0.159104678,0.160296253,0.164890612,0.191298675,0.194869385,0.231706667,0.234481293,1.018115151,0.112505582,0.035171511,0.016674349,0.010199061,0.018703197,0.028263719,0.026439493,0.016231885,0.01568946,0.024518111,1.018115151,1.130620732,1.165792243,1.182466593,1.192665654,1.211368851,1.23963257,1.266072064,1.282303949,1.297993408,1.32251152,1.000009398,0.084539912,0.034155939,0.037400549,0.034630301,0.032533746,0.033505296,0.040288121,0.03856468,0.03650891,0.041992698,1.000009398,1.08454931,1.11870525,1.156105799,1.1907361,1.223269846,1.256775142,1.297063263,1.335627943,1.372136853,1.414129551,2.146370488,1.5193906,2.916181881,1.91926104,-1.927789107,-1.51504435,1.710566695,1.864269965,1.457142857,1,0.665282742,1,2.810714286,3,0.921600325,1,4.074159595,3.248207265,3.730216822,2.920962145,0.98747906,0.549881068,1.030615414,0.112418652,-0.010662651,7.601181221,2.757023979,2.2804491,3.634903663,48.86923921,1.603600408,0.77915964,0.475660741,0.397530314,Young
Group2_Serie14C1,-0.468846006,-0.006566807,0.023546241,-0.02610224,-0.030702411,-0.002010171,0.089354458,-0.061792192,-0.004408866,-0.0514964,0.468846006,0.475412813,0.498959054,0.525061294,0.555763705,0.557773876,0.647128335,0.708920527,0.713329393,0.764825793,-0.32731146,0.004189519,0.015604852,-0.010927482,-0.017597942,-0.015121343,0.066906029,-0.037313186,-0.01680089,0.001239435,0.32731146,0.331500979,0.347105831,0.358033313,0.375631254,0.390752598,0.457658627,0.494971813,0.511772703,0.513012139,-0.47137188,0.006567259,0.022332096,-0.016726066,-0.025962218,-0.022431236,0.101037906,-0.055823608,-0.025680395,0.001075712,0.47137188,0.477939139,0.500271235,0.516997301,0.54295952,0.565390756,0.666428661,0.72225227,0.747932664,0.749008377,-0.469162204,-0.289105459,-0.160359086,-0.130616252,-0.150386494,-0.151509562,-0.003982297,-0.021345809,-0.044205677,-0.131972874,0.355883543,0.774939519,0.880306492,0.473849908,0.731069733,0.855026159,0.526825637,0.048297821,-0.034801534,-0.009654637,-0.019881168,0.025579242,-0.053723154,-0.00819481,-0.022324596,-0.029221814,0.000997205,0.048297821,0.083099355,0.092753992,0.11263516,0.138214402,0.191937557,0.200132367,0.222456963,0.251678777,0.252675982,1.695547412,0.185670529,0.049709422,0.049648285,0.034651164,0.044869644,0.04241853,0.057211429,0.054238426,0.049939949,0.051504631,1.695547412,1.881217942,1.930927364,1.980575648,2.015226812,2.060096456,2.102514986,2.159726415,2.213964841,2.26390479,2.315409421,1.000004636,0.088819458,0.032815692,0.030049329,0.043597785,0.036750589,0.037226127,0.036075367,0.031470953,0.025231266,0.044269362,1.000004636,1.088824095,1.121639787,1.151689116,1.195286901,1.232037489,1.269263616,1.305338984,1.336809937,1.362041203,1.406310566,1.803926716,1.59852775,1.458403804,1.422867385,-1.68875212,-1.41978405,1.369872947,1.48868011,1.436111111,1,0.63450144,1,2.746518106,3,0.835546099,1,3.492678836,3.06500473,2.075221057,2.368494735,0.994520944,0.740589389,1.01468653,0.02591755,-0.045714012,3.904766079,1.976048096,2.26628155,0.273369896,6.353896135,1.71365809,0.614000629,0.316282912,0.217150597,Young
Group2_Serie15C1,-0.443340323,0.025958793,-0.027388033,-0.017074884,-0.036839884,0.049466631,-0.006515618,-0.036900233,-0.001070377,0.028773288,0.443340323,0.469299116,0.496687149,0.513762032,0.550601916,0.600068547,0.606584165,0.643484398,0.644554776,0.673328064,-0.312791388,0.021970706,-0.01435597,0.012293725,-0.040246175,0.039000923,-0.007698354,-0.019457689,-0.006018619,0.030564842,0.312791388,0.334762093,0.349118063,0.361411788,0.401657963,0.440658887,0.44835724,0.46781493,0.473833548,0.50439839,-0.444307903,0.034032073,-0.021671473,0.017258996,-0.058723346,0.05901607,-0.010861297,-0.03042588,-0.009715524,0.04619121,0.444307903,0.478339976,0.500011449,0.517270445,0.575993791,0.635009862,0.645871159,0.676297039,0.686012563,0.732203773,-0.443569689,-0.214952597,-0.141835659,-0.113574931,-0.141456566,-0.062759767,-0.029518332,-0.072256543,-0.079953069,-0.032359902,0.33133985,0.800334179,0.894613983,0.446851054,0.838863639,0.915894994,0.410644292,0.041710693,0.036237317,0.022493042,-0.003403312,0.00975744,-0.005676929,-0.017580838,-0.017761572,-0.078243074,-0.026610924,0.041710693,0.07794801,0.100441051,0.103844363,0.113601803,0.119278732,0.13685957,0.154621142,0.232864216,0.25947514,1.847962502,0.203906701,0.0634036,0.063870329,0.067670854,0.079095476,0.067204002,0.068654067,0.060461632,0.075062856,0.076168295,1.847962502,2.051869203,2.115272802,2.179143131,2.246813986,2.325909462,2.393113464,2.46176753,2.522229162,2.597292019,2.673460314,1.000007104,0.084912524,0.030747445,0.032273456,0.034133175,0.035303008,0.030483528,0.032684281,0.041173971,0.027157447,0.035057671,1.000007104,1.084919627,1.115667073,1.147940529,1.182073704,1.217376711,1.24786024,1.28054452,1.321718491,1.348875938,1.383933609,2.233824897,1.7657309,1.876789889,2.08991345,-2.062694056,-1.88015275,1.614565436,1.937204735,1.384057971,1,0.630410703,1,2.727272727,3,0.876592304,1,4.296518953,3.791420465,2.633765795,3.6627296,0.988306027,0.834530439,1.029018465,0.062152608,0.030928439,6.04858847,2.459387824,2.8172762,0.333974682,4.597510373,1.698392935,0.66360525,0.338714337,0.275406856,Young
Group2_Serie16C1,-0.401660052,-0.029968471,-0.027021246,0.043778231,0.00405979,-0.024342926,-0.065190957,0.092860976,-0.052173959,0.02476293,0.401660052,0.431628523,0.458649769,0.502428,0.50648779,0.530830716,0.596021673,0.68888265,0.741056608,0.765819538,-0.291206058,0.004151565,-0.031761499,0.041993896,0.011742867,-0.04964143,-0.004838097,0.033875347,-0.013194694,0.000236625,0.291206058,0.295357624,0.327119122,0.369113018,0.380855885,0.430497316,0.435335413,0.469210761,0.482405454,0.482642079,-0.41729299,0.005442698,-0.045266969,0.062749137,0.01859777,-0.073591574,-0.007270608,0.051306458,-0.020656413,-0.00052987,0.41729299,0.422735688,0.468002657,0.530751794,0.549349564,0.622941138,0.630211746,0.681518204,0.702174617,0.702704487,-0.403556027,-0.230677409,-0.173071787,-0.063101307,-0.014605584,-0.027207101,-0.105418096,0.008929272,-0.049423128,-0.001799663,0.312932081,0.837260411,0.91501935,0.404787923,0.852007472,0.923042508,0.388269816,0.042398805,0.013198829,-0.019973959,-0.015849429,-0.003188134,-0.009819281,0.02075581,-0.042787752,0.018881398,-0.014925832,0.042398805,0.055597633,0.075571593,0.091421022,0.094609156,0.104428438,0.125184248,0.167972,0.186853398,0.20177923,1.606296472,0.17278656,0.070752713,0.064245965,0.043485137,0.047634539,0.053536214,0.057849015,0.065044708,0.070038252,0.053086862,1.606296472,1.779083032,1.849835745,1.91408171,1.957566847,2.005201386,2.058737601,2.116586615,2.181631323,2.251669575,2.304756437,1.000009203,0.082201258,0.032320698,0.037541945,0.032981094,0.037768393,0.039988183,0.033203917,0.03268077,0.034156877,0.041552064,1.000009203,1.082210461,1.114531159,1.152073104,1.185054197,1.222822591,1.262810774,1.29601469,1.32869546,1.362852337,1.404404401,2.472045556,1.9492929,2.275403766,2.2476911,-2.209747126,-1.9884155,1.73520331,1.74683105,1.449122807,1,0.688211298,1,2.788732394,3,0.953557489,1,4.681792682,4.1120393,3.04098407,3.580575223,0.999817802,0.739378776,1.017463713,0.095269297,0.007515613,7.440312129,2.727693555,3.08586595,0.711155264,7.346513105,1.671959854,0.68355239,0.434789188,0.334699945,Young
Group2_Serie17C1,-0.451030684,0.016221618,-0.012455247,-0.037152955,0.047284169,-0.028492638,-0.001417095,0.015837743,0.010301141,0.007839845,0.451030684,0.467252302,0.479707549,0.516860504,0.564144673,0.592637311,0.594054407,0.60989215,0.620193291,0.628033135,-0.309199265,-0.002794078,0.00682046,-0.032590299,0.038427217,-0.014768548,-0.007310167,0.012311632,0.008509928,0.012880934,0.309199265,0.311993344,0.318813803,0.351404102,0.389831319,0.404599867,0.411910035,0.424221667,0.432731595,0.445612529,-0.442104505,-0.002751132,0.009222468,-0.048964557,0.056363919,-0.021924659,-0.010703722,0.019206709,0.012577811,0.019201318,0.442104505,0.444855637,0.454078105,0.503042662,0.559406581,0.581331239,0.592034961,0.61124167,0.62381948,0.643020798,-0.451087014,-0.235561911,-0.146136425,-0.142931983,-0.057854388,-0.056402647,-0.051630766,-0.019784479,0.015597501,0.032213716,0.282252465,0.797217228,0.892870219,0.453227311,0.802614295,0.895887435,0.444796433,-0.055962687,-0.012299866,-0.059924899,-0.017783574,0.032120277,-0.015142305,-0.016556341,-0.055553823,-0.008738754,-0.005995582,0.055962687,0.068262553,0.128187452,0.145971026,0.178091303,0.193233608,0.209789949,0.265343772,0.274082526,0.280078107,1.966586893,0.211574254,0.062083571,0.077644639,0.0757561,0.087886549,0.073506703,0.063060087,0.067256403,0.072916988,0.072979518,1.966586893,2.178161147,2.240244718,2.317889357,2.393645457,2.481532006,2.555038709,2.618098796,2.685355199,2.758272188,2.831251706,1.000010477,0.088583883,0.044213749,0.042604273,0.035236192,0.037438306,0.037416021,0.034415749,0.030095824,0.035278395,0.038985742,1.000010477,1.08859436,1.132808108,1.175412381,1.210648574,1.248086879,1.2855029,1.31991865,1.350014474,1.385292869,1.424278612,2.397190533,2.0606282,1.894313522,2.300746803,-2.168933161,-1.8862341,1.678313366,2.070525573,1.453172205,1,0.642023716,1,2.806646526,3,0.862739431,1,4.566123694,4.1179428,2.622948395,3.312460818,0.99930468,0.82561663,1.017426555,0.108270989,0.007198671,6.45540182,2.540748279,2.91112915,0.244018389,4.228871325,1.702040668,0.652062564,0.417006047,0.369248703,Young
Group2_Serie18C1,-0.45211576,0.011368359,-0.047077615,0.070986348,-0.056135976,-0.01348112,0.034999527,-0.036907869,0.024907922,0.001497299,0.45211576,0.463484119,0.510561734,0.581548082,0.637684058,0.651165178,0.686164705,0.723072573,0.747980495,0.749477794,-0.298589207,0.013638392,-0.040334634,0.047500907,-0.036581901,-0.003310415,0.021909113,-0.007321718,-0.008287559,0.006627691,0.298589207,0.312227599,0.352562233,0.40006314,0.436645041,0.439955456,0.46186457,0.469186288,0.477473847,0.484101538,-0.432978027,0.020376673,-0.059651564,0.071004478,-0.05500871,-0.005461356,0.03195412,-0.011836354,-0.0113122,0.009773403,0.432978027,0.4533547,0.513006263,0.584010742,0.639019452,0.644480808,0.676434928,0.688271282,0.699583482,0.709356885,-0.452333936,-0.243506106,-0.202294827,-0.062292602,-0.077870893,-0.0951558,-0.032891187,-0.064883026,-0.030086399,-0.005341379,0.300660234,0.793754177,0.890928828,0.4544671,0.810889066,0.90049379,0.436455233,0.016821418,-0.02087505,0.023978989,-0.007000786,0.053398175,0.009404374,0.009980015,0.006297893,0.006038643,0.029938607,0.016821418,0.037696468,0.061675457,0.068676243,0.122074418,0.131478792,0.141458807,0.1477567,0.153795343,0.18373395,2.015705682,0.202372378,0.07842462,0.070549849,0.065431101,0.070218235,0.068388772,0.068440188,0.071977013,0.069930111,0.067263731,2.015705682,2.21807806,2.29650268,2.367052529,2.432483631,2.502701865,2.571090637,2.639530825,2.711507838,2.78143795,2.848701681,1.000007655,0.079509381,0.031871597,0.032762024,0.024338696,0.035233971,0.035378845,0.033850826,0.040344669,0.033895289,0.037343596,1.000007655,1.079517036,1.111388634,1.144150657,1.168489353,1.203723324,1.239102169,1.272952995,1.313297664,1.347192953,1.384536549,2.148561194,1.8126109,1.759009001,1.736246575,-2.051670268,-1.8114327,1.617791272,1.957396228,1.41025641,1,0.651731826,1,2.705607477,2,0.850549543,1,4.200231462,3.75787953,2.575767201,2.972710758,0.993479103,0.818663446,1.013796925,0.055575408,0.064994361,5.741998492,2.396246751,2.8799653,0.22821483,4.69481337,1.703619216,0.642390288,0.33958978,0.264738864,Young
Group2_Serie19C1,-0.462082975,0.039701727,-0.066880735,0.018599396,0.016120912,-0.024311172,0.001501057,0.000513019,0.036945166,-0.012249397,0.462082975,0.501784701,0.568665436,0.587264832,0.603385744,0.627696915,0.629197972,0.629710991,0.666656157,0.678905554,-0.328426258,0.029914633,-0.038064312,0.023128041,0.004658807,-0.019038047,0.007804228,0.004334803,0.014688397,-0.011141889,0.328426258,0.358340891,0.396405203,0.419533244,0.424192051,0.443230099,0.451034326,0.455369129,0.470057527,0.481199416,-0.467674175,0.044314795,-0.057537732,0.034552313,0.007209986,-0.027172892,0.011498555,0.00635145,0.022611287,-0.015818521,0.467674175,0.51198897,0.569526702,0.604079015,0.611289001,0.638461893,0.649960448,0.656311898,0.678923185,0.694741706,-0.463132678,-0.221879506,-0.196768373,-0.138784874,-0.071599072,-0.073733909,-0.065650219,-0.049493058,0.013569665,0.019336919,0.297592273,0.785414996,0.886236422,0.464067848,0.805579969,0.897541068,0.444179163,0.000177861,0.011086062,0.063598113,0.044373726,0.009859548,-0.015757525,-0.047037847,0.050734176,-0.034973984,-0.049628272,0.000177861,0.011263923,0.074862035,0.119235762,0.129095309,0.144852834,0.191890681,0.242624857,0.27759884,0.327227112,1.808930696,0.214799046,0.065883292,0.055401271,0.051872118,0.054888061,0.053540782,0.053006245,0.06475731,0.059248718,0.048510719,1.808930696,2.023729742,2.089613034,2.145014305,2.196886423,2.251774485,2.305315266,2.358321511,2.423078821,2.482327539,2.530838257,1.000006624,0.088223656,0.030926764,0.034636155,0.034028641,0.03343141,0.030097938,0.0298466,0.030768631,0.03029633,0.030318466,1.000006624,1.08823028,1.119157043,1.153793199,1.18782184,1.22125325,1.251351187,1.281197788,1.311966419,1.342262748,1.372581215,2.06250333,1.7107246,1.880537987,1.865468335,-1.92401688,-1.5865039,1.720555263,1.792288035,1.393442623,1,0.60873015,1,2.702258727,2,0.86760101,1,3.986520209,3.5517395,2.743938221,3.211437043,0.990929573,0.740171113,0.997365849,0.062477576,-0.013214726,5.645888388,2.376107823,2.46033585,0.149206691,6.448710807,1.708797801,0.645988084,0.368634105,0.307785552,Young
Group2_Serie2C1,-0.435022401,-0.050011162,0.10491833,-0.081709415,0.01406523,-0.02056578,0.021512871,-0.012551758,-0.002329169,-0.019575952,0.435022401,0.485033563,0.589951893,0.671661308,0.685726538,0.706292319,0.72780519,0.740356948,0.742686117,0.76226207,-0.293893272,-0.047751215,0.074546828,-0.04283034,0.003317398,-0.022328795,0.031430543,-0.025970822,0.004367286,-0.012277895,0.293893272,0.341644488,0.416191316,0.459021656,0.462339053,0.484667848,0.516098391,0.542069213,0.546436499,0.558714393,-0.421507095,-0.070378083,0.110907624,-0.063461279,0.0052701,-0.033298388,0.04638639,-0.038414254,0.00673795,-0.017812584,0.421507095,0.491885178,0.602792802,0.666254081,0.671524181,0.704822569,0.751208959,0.789623213,0.796361162,0.814173746,-0.435086003,-0.296846772,-0.071412621,-0.096590491,-0.058398762,-0.077299907,-0.031562309,-0.033755118,-0.022953809,-0.05509264,0.309864119,0.808949858,0.899416398,0.43696811,0.796085235,0.892236087,0.451539585,-0.013515967,0.020005237,0.045011636,0.029273477,0.050297857,0.002584458,-0.057149077,-0.015507799,0.003087024,0.039611112,0.013515967,0.033521204,0.078532841,0.107806317,0.158104174,0.160688632,0.217837709,0.233345508,0.236432532,0.276043644,1.840885869,0.171782479,0.047943308,0.057827113,0.049509654,0.058713594,0.057618617,0.059013861,0.053360139,0.054998183,0.049831331,1.840885869,2.012668348,2.060611657,2.11843877,2.167948424,2.226662018,2.284280635,2.343294495,2.396654635,2.451652817,2.501484148,1.00000615,0.082492362,0.033590239,0.035004176,0.036755247,0.035207006,0.028831705,0.032508239,0.033736752,0.030953746,0.040517706,1.00000615,1.082498512,1.11608875,1.151092926,1.187848173,1.223055179,1.251886885,1.284395124,1.318131876,1.349085622,1.389603329,1.893275991,1.6023334,1.7014435,1.80615502,-1.785129816,-1.52266585,1.365368236,1.699013375,1.435840708,1,0.616008503,1,2.800884956,3,0.855502142,1,3.678405806,3.41133,2.355982053,2.98455654,0.994492856,0.745385702,0.993170594,0.037422333,-0.046845932,4.399020744,2.097384262,2.359379575,0.605352054,6.299286455,1.693836051,0.631140125,0.374152352,0.309607762,Young
Group2_Serie20C1,-0.401536017,-0.06709053,0.016220048,0.005146158,-0.02631914,0.025233338,0.071135598,-0.111176766,0.026132052,0.043363249,0.401536017,0.468626546,0.484846594,0.489992752,0.516311892,0.54154523,0.612680828,0.723857594,0.749989646,0.793352895,-0.275845728,-0.045162939,0.014051282,0.008354941,-0.02324093,0.007771927,0.057306114,-0.061441451,0.013650789,0.032808296,0.275845728,0.321008667,0.33505995,0.34341489,0.366655821,0.374427748,0.431733862,0.493175313,0.506826101,0.539634397,-0.387932917,-0.066026556,0.019970361,0.010996222,-0.034879658,0.012360102,0.085044549,-0.090538536,0.020115641,0.047705214,0.387932917,0.453959473,0.473929834,0.484926056,0.519805714,0.532165816,0.617210365,0.7077489,0.727864541,0.775569755,-0.401855824,-0.270979454,-0.161602977,-0.097584992,-0.100932113,-0.054397848,0.064728556,-0.057250033,-0.026712774,0.029738214,0.269980619,0.833533335,0.912980468,0.406553424,0.777995167,0.882040343,0.500495414,0.139541713,-0.050111482,-0.038812488,-0.063103935,-0.016511478,-0.031591802,0.008532773,0.013207479,0.011415916,-0.018953467,0.139541713,0.189653195,0.228465683,0.291569618,0.308081096,0.339672898,0.348205671,0.36141315,0.372829067,0.391782534,1.437169776,0.194673817,0.079146837,0.062157212,0.070114356,0.051494824,0.062028013,0.053574052,0.047633719,0.069899311,0.07326009,1.437169776,1.631843593,1.71099043,1.773147641,1.843261997,1.894756821,1.956784834,2.010358886,2.057992605,2.127891916,2.201152006,1.000005262,0.099092651,0.039736829,0.043861798,0.033156382,0.034213109,0.031175786,0.03192192,0.038158604,0.028158362,0.026142458,1.000005262,1.099097913,1.138834741,1.18269654,1.215852922,1.250066031,1.281241817,1.313163737,1.351322341,1.379480703,1.405623161,2.054444913,1.43618845,2.372384768,1.844583765,-1.96252233,-1.56194905,1.671282286,1.813461055,1.513636364,1,0.672211273,1,2.849315068,3,0.898590633,1,4.016967243,3.16352709,3.212425542,3.08819007,1.011428321,0.735860899,1.056730477,0.03012315,-0.012669678,6.263559278,2.502710386,2.2398645,1.094313721,9.236491925,1.67391811,0.659556963,0.413118454,0.365366897,Young
Group2_Serie3C1,-0.471553041,0.006204157,-0.004863154,-0.003599003,-0.015451016,0.023248424,-0.028512577,0.004086875,0.057543448,-0.089513211,0.471553041,0.477757198,0.482620351,0.486219354,0.50167037,0.524918794,0.553431371,0.557518246,0.615061694,0.704574905,-0.314414042,-0.004961914,-0.012679988,0.014025152,-0.014626648,0.025872875,-0.030590941,0.01098304,0.036015609,-0.056644599,0.314414042,0.319375956,0.332055944,0.346081096,0.360707744,0.38658062,0.417171561,0.428154601,0.46417021,0.520814808,-0.4524662,-0.00658824,-0.01940786,0.020619935,-0.02170752,0.038722941,-0.046166027,0.016111258,0.053609155,-0.084378572,0.4524662,0.45905444,0.4784623,0.499082235,0.520789755,0.559512696,0.605678723,0.621789981,0.675399136,0.759777708,-0.471553039,-0.278545135,-0.187184501,-0.133765175,-0.119399248,-0.067946041,-0.078872519,-0.073696086,0.023690485,-0.064741865,0.309864119,0.776263199,0.881058,0.473293796,0.774242885,0.879910725,0.474453125,-0.021898286,-0.048877623,-0.024352339,-0.016816695,0.011870332,0.017516452,0.011886689,-0.022662948,-0.039030996,-0.032109865,0.021898286,0.070775909,0.095128248,0.111944942,0.123815275,0.141331726,0.153218416,0.175881364,0.21491236,0.247022225,1.957912362,0.193888822,0.059289621,0.049427905,0.048486314,0.054447098,0.050398999,0.047110107,0.045903046,0.054672325,0.052356824,1.957912362,2.151801184,2.211090805,2.26051871,2.309005024,2.363452122,2.413851122,2.460961229,2.506864275,2.5615366,2.613893424,1.000006514,0.083661896,0.027554065,0.029356906,0.035761646,0.028117959,0.033846078,0.032787541,0.026687481,0.032553366,0.031566853,1.000006514,1.08366841,1.111222476,1.140579382,1.176341028,1.204458987,1.238305065,1.271092605,1.297780087,1.330333452,1.361900306,1.858356472,1.6002601,1.506287269,1.486942765,-1.789178438,-1.5686987,1.328068941,1.604747275,1.476890756,1,0.693952521,1,2.768907563,3,0.86885264,1,3.64753491,3.217923345,2.21206709,2.63168652,0.994516402,0.782853612,1.008488112,0.043358908,0.04057094,4.10093842,2.025077386,2.43402685,0.288390962,4.990579937,1.715184458,0.618591805,0.317005367,0.245964207,Young
Group2_Serie4C1,-0.434295771,-0.054194192,0.013527412,-0.020737514,0.054092979,-0.002711152,-0.057157185,0.04865531,-0.039171158,0.032715081,0.434295771,0.488489962,0.502017374,0.522754888,0.576847867,0.579559018,0.636716204,0.685371514,0.724542671,0.757257752,-0.289824286,-0.023357528,0.004551355,-0.00996881,0.029568852,-0.00882801,-0.028709334,0.031843692,-0.03089255,0.025003983,0.289824286,0.313181815,0.31773317,0.32770198,0.357270832,0.366098842,0.394808176,0.426651868,0.457544418,0.482548401,-0.415852931,-0.034904735,0.006685957,-0.014885589,0.043547302,-0.012822076,-0.042593201,0.047381487,-0.045384386,0.037651203,0.415852931,0.450757667,0.457443624,0.472329213,0.515876515,0.528698591,0.571291791,0.618673279,0.664057665,0.701708867,-0.435586638,-0.304169595,-0.202629004,-0.174744848,-0.070108914,-0.019723391,-0.07212285,-0.01209143,-0.050166495,-0.01161633,0.29145635,0.809079376,0.899488397,0.436446279,0.812240203,0.901243698,0.432190712,0.103033972,0.005030914,0.03568591,0.013846449,0.01833946,-0.005995226,0.002761276,-0.030334344,0.038264406,0.009443305,0.103033972,0.108064885,0.143750796,0.157597245,0.175936705,0.181931931,0.184693207,0.21502755,0.253291957,0.262735262,1.810097425,0.167678214,0.050891925,0.046771938,0.047342971,0.056413891,0.052844438,0.055854025,0.053545078,0.046105297,0.051573545,1.810097425,1.977775639,2.028667564,2.075439502,2.122782473,2.179196364,2.232040801,2.287894827,2.341439905,2.387545201,2.439118747,1.00000524,0.069143021,0.030223625,0.03013922,0.033002202,0.032476189,0.039000794,0.034098842,0.027561118,0.034185608,0.030468373,1.00000524,1.069148261,1.099371887,1.129511107,1.162513308,1.194989497,1.233990292,1.268089134,1.295650252,1.32983586,1.360304233,1.725201719,1.3684379,1.676055425,1.57196804,-1.738926616,-1.46860955,1.572948462,1.74752,1.384879725,1,0.615053475,1,2.731958763,3,0.866458127,1,3.464128336,2.91770227,2.511482811,2.79778002,0.996342551,0.711845586,0.990185208,-0.008444754,0.012094323,4.39991465,2.097597352,2.1455915,0.209382846,8.014152523,1.692800397,0.631245623,0.316862015,0.261014228,Young
